0a011f1a|	ADCW ZR, R8, R10
f2b3204d|	ST4 (RSP), [V18.S, V19.S, V20.S, V21.S][3]
7fa4200d|	ST4 (R3), [V31.D, V0.D, V1.D, V2.D][0]
562ebf4d|	ST4 4(R18), [V22.B, V23.B, V24.B, V25.B][11]
563cae0d|	ST4 (R2)(R14), [V22.B, V23.B, V24.B, V25.B][7]
1271bf4d|	ST4 8(R8), [V18.H, V19.H, V20.H, V21.H][6]
e7a1bf0d|	ST4 16(R15), [V7.S, V8.S, V9.S, V10.S][0]
f3b2a30d|	ST4 (R23)(R3), [V19.S, V20.S, V21.S, V22.S][1]
eca5bf4d|	ST4 32(R15), [V12.D, V13.D, V14.D, V15.D][1]
4ca7bb0d|	ST4 (R26)(R27), [V12.D, V13.D, V14.D, V15.D][0]
4f5b182c|	VSTNP 192(R26), V22, V15
e05e0b6c|	VSTNP 176(R23), V23, V0
77be2eac|	VSTNP -560(R19), V15, V23
bb3fa72c|	STP.P (V27, V15), -200(R29)
ef18bb6c|	STP.P (V15, V6), -80(R7)
777d84ac|	STP.P (V23, V31), 128(R11)
d0f9952d|	STP.W (V16, V30), 172(R14)
125ca26d|	STP.W (V18, V23), -480(R0)
33bbbfad|	STP.W (V19, V14), -16(R25)
6ebb322d|	STP (V14, V14), -108(R27)
cb92096d|	STP (V11, V4), 152(R22)
f2871dad|	STP (V18, V1), 944(RSP)
f676003c|	MOVD.P V22, 7(R23)
50f50d7c|	MOVD.P V16, 223(R10)
0d251ebc|	FMOVS.P F13, -30(R8)
1f3510fc|	FMOVD.P F31, -253(R8)
05a4883c|	MOVD.P V5, 138(R0)
800e063c|	MOVD.W V0, 96(R20)
668d157c|	MOVD.W V6, -168(R11)
1f3d11bc|	FMOVS.W F31, -237(R8)
71bf06fc|	FMOVD.W F17, 107(R27)
f50c843c|	MOVD.W V21, 64(R7)
f186013d|	MOVD V17, 97(R23)
f0e5357d|	MOVD V16, 6898(R15)
938d3bbd|	FMOVS F19, 15244(R12)
aeb813fd|	FMOVD F14, 10096(R5)
2cc4943d|	MOVD V12, 21264(R1)
e2f8263c|	MOVD V2, (R7)(R6.SXTX)
1d79373c|	MOVD V29, (R8)(R23)
bc70003c|	MOVD V28, 7(R5)
7190157c|	MOVD V17, -167(R3)
073309bc|	FMOVS F7, 147(R24)
298100fc|	FMOVD F9, 8(R9)
e8c1843c|	MOVD V8, 76(R15)
3384266e|	VSUB V6.B16, V1.B16, V19.B16
9163750e|	VSUBHN V21.S4, V28.S4, V17.H4
f3627d4e|	VSUBHN2 V29.S4, V23.S4, V19.H8
1939205e|	VSUQADD V8, V25
0638604e|	VSUQADD V0.H8, V6.H8
81a4284f|	VSSHLL2 $8, V4.S4, V1.D2
f920030e|	VTBL V3.B8, [V7.B16, V8.B16], V25.B8
71400e4e|	VTBL V14.B16, [V3.B16, V4.B16, V5.B16], V17.B16
bc630d4e|	VTBL V13.B16, [V29.B16, V30.B16, V31.B16, V0.B16], V28.B16
6803030e|	VTBL V3.B8, [V27.B16], V8.B8
4b32124e|	VTBX V18.B16, [V18.B16, V19.B16], V11.B16
8f50170e|	VTBX V23.B8, [V4.B16, V5.B16, V6.B16], V15.B8
5673020e|	VTBX V2.B8, [V26.B16, V27.B16, V28.B16, V29.B16], V22.B8
f2130f4e|	VTBX V15.B16, [V31.B16], V18.B16
9e29c34e|	VTRN1 V3.D2, V12.D2, V30.D2
9b6bcf4e|	VTRN2 V15.D2, V28.D2, V27.D2
157cb02e|	VUABA V16.S2, V0.S2, V21.S2
28513c2e|	VUABAL V28.B8, V9.B8, V8.H8
f950a26e|	VUABAL2 V2.S4, V7.S4, V25.D2
a776b26e|	VUABD V18.S4, V21.S4, V7.S4
da726b2e|	VUABDL V11.H4, V22.H4, V26.S4
9473746e|	VUABDL2 V20.H8, V28.H8, V20.S4
aa6b602e|	VUADALP V29.H4, V10.S2
ac013d2e|	VUADDL V29.B8, V13.B8, V12.H8
e500a86e|	VUADDL2 V8.S4, V7.S4, V5.D2
9c28a02e|	VUADDLP V4.S2, V28.D1
4c3a302e|	VUADDLV V18.B8, V12
2810b62e|	VUADDW V22.S2, V1.D2, V8.D2
f2132d6e|	VUADDW2 V13.B16, V31.H8, V18.H8
b3e67f7f|	UCVTF $1, F21, F19
ece5676f|	UCVTF $25, V15.D2, V12.D2
d7d8217e|	UCVTFSS F6, F23
cdd9212e|	UCVTF V14.S2, V13.S2
5788031e|	UCVTF $30, R2, F23
c7ac431e|	UCVTF $21, R6, F7
0777039e|	UCVTF $35, R24, F7
e4f4439e|	UCVTF $3, R7, F4
9100231e|	UCVTFWS R4, F17
e202631e|	UCVTFWD R23, F2
3903239e|	UCVTFS R25, F25
2001639e|	UCVTFD R9, F0
2a07b76e|	VUHADD V23.S4, V25.S4, V10.S4
dc25372e|	VUHSUB V23.B8, V14.B8, V28.B8
de646f2e|	VUMAX V15.H4, V6.H4, V30.H4
4ba6766e|	VUMAXP V22.H8, V18.H8, V11.H8
e26db42e|	VUMIN V20.S2, V15.S2, V2.S2
a7ae712e|	VUMINP V17.H4, V21.H4, V7.H4
afaa716e|	VUMINV V21.H8, V15
42298c2f|	VUMLAL V12.S[2], V10.S2, V2.D2
0a826e2e|	VUMLAL V14.H4, V16.H4, V10.S4
2681a06e|	VUMLAL2 V0.S4, V9.S4, V6.D2
2860bd6f|	VUMLSL2 V29.S[1], V1.S4, V8.D2
19a26b6e|	VUMLSL2 V11.H8, V16.H8, V25.S4
8a3d140e|	VMOV V12.S[2], R10
22a1ba6f|	VUMULL2 V26.S[1], V9.S4, V2.D2
15c0712e|	VUMULL V17.H4, V0.H4, V21.S4
2ec0296e|	VUMULL2 V9.B16, V1.B16, V14.H8
6e0fba7e|	VUQADD V26, V27, V14
db0fe06e|	VUQADD V0.D2, V30.D2, V27.D2
535e6c7e|	VUQRSHL V12, V18, V19
7c5cfe6e|	VUQRSHL V30.D2, V3.D2, V28.D2
9a9e327f|	VUQRSHRN $14, V20, V26
339f0b2f|	VUQRSHRN $5, V25.H8, V19.B8
7e77337f|	VUQSHL $19, V27, V30
8b4d657e|	VUQSHL V5, V12, V11
414c622e|	VUQSHL V2.H4, V2.H4, V1.H4
95942b2f|	VUQSHRN $21, V4.D2, V21.S2
d396246f|	VUQSHRN2 $28, V22.D2, V19.S4
b22ff27e|	VUQSUB V18, V29, V18
b32e756e|	VUQSUB V21.H8, V21.H8, V19.H8
0e4b616e|	VUQXTN2 V24.S4, V14.H8
ca16236e|	VURHADD V3.B16, V22.B16, V10.B16
1f57a26e|	VURSHL V2.S4, V24.S4, V31.S4
8324777f|	VURSHR $9, V4, V3
37caa16e|	VURSQRTE V17.S4, V23.S4
b735517f|	VURSRA $47, V13, V23
0a47f67e|	VUSHL V22, V24, V10
e7a71c2f|	VUSHLL $12, V31.H4, V7.S4
9c38607e|	VUSQADD V4, V28
dc39206e|	VUSQADD V14.B16, V28.B16
dc145d7f|	VUSRA $35, V6, V28
d720752e|	VUSUBL V21.H4, V6.H4, V23.S4
2c236f6e|	VUSUBL2 V15.H8, V25.H8, V12.S4
ed32222e|	VUSUBW V2.B8, V23.H8, V13.H8
72332d6e|	VUSUBW2 V13.B16, V27.H8, V18.H8
655a1c4e|	VUZP2 V28.B16, V19.B16, V5.B16
972a210e|	VXTN V20.H8, V23.B8
5f2aa14e|	VXTN2 V18.D2, V31.S4
9a38910e|	VZIP1 V17.S2, V4.S2, V26.S2
d979990e|	VZIP2 V25.S2, V14.S2, V25.S2
21004192|	AND $-9223372036854775808, R1, R1
0a011f1a|	ADCW ZR, R8, R10
4c00009a|	ADC R0, R2, R12
a602093a|	ADCSW R9, R21, R6
d60217ba|	ADCS R23, R22, R22
0921250b|	ADDW R5.UXTH, R8, R9
ee8e288b|	ADD R8.SXTB<<3, R23, R14
23123011|	ADDW $3076, R17, R3
23127011|	ADDW $(3076<<12), R17, R3
2ba32391|	ADD $2280, R25, R11
2ba36391|	ADD $(2280<<12), R25, R11
67158d0b|	ADDW R13->5, R11, R7
30da198b|	ADD R25<<54, R17, R16
a7e72c2b|	ADDSW R12.SXTX<<1, R29, R7
357338ab|	ADDS R24.UXTX<<4, R25, R21
6b147731|	ADDSW $(3525<<12), R3, R11
6b1477b1|	ADDS $(3525<<12), R3, R11
cd59872b|	ADDSW R7->22, R14, R13
e41f4eab|	ADDS R14>>7, ZR, R4
21004192|	AND $-9223372036854775808, R1, R1
a2430412|	ANDW $4026540031, R29, R2
93910e92|	AND $34903429696192636, R12, R19
7a1ec90a|	ANDW R9@>7, R19, R26
7a1ec98a|	AND R9@>7, R19, R26
17f30172|	ANDSW $2863311530, R24, R23
458051f2|	ANDS $-140737488289793, R2, R5
af629a6a|	ANDSW R26->24, R21, R15
7ab0deea|	ANDS R30@>44, R3, R26
792bcc1a|	ASRW R12, R27, R25
672bce9a|	ASR R14, R27, R7
79ff4b93|	ASR $11, R27, R25
797f0b13|	ASRW $11, R27, R25
ebffff54|	BLT -1(PC)
ffffff17|	JMP -1(PC)
80161033|	BFIW $16, R20, $6, R0
b95265b3|	BFI $27, R21, $21, R25
6e670333|	BFXILW $3, R27, $23, R14
14a55ab3|	BFXIL $26, R8, $16, R20
b03ce70a|	BICW R7@>15, R5, R16
9235ec8a|	BIC R12@>13, R12, R18
7450b96a|	BICSW R25->20, R3, R20
3730b3ea|	BICS R19->12, R1, R23
370033ea|	BICS R19, R1, R23
370073ea|	BICS R19>>0, R1, R23
ffffff97|	CALL -1(PC)
e0013fd6|	CALL (R15)
a0031fd6|	JMP  (R29)
e08c31d4|	BRK $35943
e2ffff35|	CBNZW R2, -1(PC)
e7ffffb5|	CBNZ R7, -1(PC)
efffff34|	CBZW R15, -1(PC)
e1ffffb4|	CBZ R1, -1(PC)
e44341ba|	CCMN MI, ZR, R1, $4
4beb543a|	CCMNW AL, R26, $20, $11
015b46ba|	CCMN PL, R24, $6, $1
8602463a|	CCMNW EQ, R20, R6, $6
c6d34cba|	CCMN LE, R30, R12, $6
a76b4f7a|	CCMPW VS, R29, $15, $7
e3d853fa|	CCMP LE, R7, $19, $3
4022467a|	CCMPW HS, R18, R6, $0
c7b346fa|	CCMP LT, R30, R6, $7
e44341ba|	CCMN  MI, ZR, R1, $4
ee279b1a|	CSINCW HS, ZR, R27, R14
4174819a|	CSINC VC, R2, R1, R1
5100955a|	CSINVW EQ, R2, R21, R17
573093da|	CSINV LO, R2, R19, R23
6e279b1a|	CINCW LO, R27, R14
7f379b1a|	CINCW HS, R27, ZR
5110825a|	CINVW EQ, R2, R17
87718cda|	CINV VS, R12, R7
de739eda|	CINV VS, R30, R30
5f3403d5|	CLREX $4
5f3003d5|	CLREX $0
e615c05a|	CLSW R15, R6
ff15c0da|	CLS R15, ZR
2e10c05a|	CLZW R1, R14
a912c0da|	CLZ R21, R9
ff11352b|	CMNW R21.UXTB<<4, R15
1f5220ab|	CMN R0.UXTW<<4, R16
3f214d2b|	CMNW R13>>8, R9
7f4486ab|	CMN R6->17, R3
bf084031|	CMNW $(2<<12), R5
9f2140b1|	CMN $(8<<12), R12
7f0086ab|	CMN R6->0, R3
7f0006ab|	CMN R6, R3
bf001e2b|	CMNW R30, R5
bf080031|	CMNW $2, R5
7f001fab|	CMN ZR, R3
7f0000ab|	CMN R0, R3
ff02266b|	CMPW R6.UXTB, R23
5fab39eb|	CMP R25.SXTH<<2, R26
bfa73bf1|	CMP $3817, R29
7f5c47eb|	CMP R7>>23, R3
2e45895a|	CNEGW PL, R9, R14
ae24895a|	CSNEGW HS, R5, R9, R14
c35595da|	CSNEG PL, R14, R21, R3
ef2487da|	CNEG  LO, R7, R15
1041d11a|	CRC32B R17, R8, R16
bb46c31a|	CRC32H R3, R21, R27
c94bd61a|	CRC32W R22, R30, R9
8f4cd49a|	CRC32X R20, R4, R15
7653d21a|	CRC32CB R18, R27, R22
1454d51a|	CRC32CH R21, R0, R20
7558c91a|	CRC32CW R9, R3, R21
185ccb9a|	CRC32CX R11, R0, R24
8c30941a|	CSELW LO, R4, R20, R12
0ea08c9a|	CSEL GE, R0, R12, R14
e3b79f1a|	CSETW GE, R3
fea79f9a|	CSET LT, R30
e5639f5a|	CSETMW VC, R5
e4739fda|	CSETM VS, R4
bad4981a|	CSINCW LE, R5, R24, R26
5167909a|	CSINC VS, R26, R16, R17
e5e2955a|	CSINVW AL, R23, R21, R5
4e308bda|	CSINV LO, R2, R11, R14
0a269d5a|	CSNEGW HS, R16, R29, R10
ab1692da|	CSNEG NE, R21, R18, R11
418ea5d4|	DCPS1 $11378
6239a5d4|	DCPS2 $10699
e3ebabd4|	DCPS3 $24415
bf3103d5|	DMB $1
bf3003d5|	DMB $0
e003bfd6|	DRPS
9f3103d5|	DSB  $1
c974354a|	EONW R21<<29, R6, R9
89b86eca|	EON R14>>46, R4, R9
76e343d2|	EOR $-2287828610704211969, R27, R22
536d8c4a|	EORW R12->27, R10, R19
d1ef02ca|	EOR R2<<59, R30, R17
e0039fd6|	ERET
591d8813|	EXTRW $7, R8, R10, R25
888dd693|	EXTR $35, R22, R12, R8
bf2003d5|	SEVL
df2003d5|	HINT $6
a0fc5fd4|	HLT $65509
df3103d5|	ISB $1
df3f03d5|	ISB $15
9dfddf88|	LDARW (R12), R29
d6ffdf88|	LDARW (R30), R22
f6ffdf88|	LDARW (RSP), R22
76ffdfc8|	LDAR (R27), R22
22ffdf08|	LDARB (R25), R2
a7fcdf48|	LDARH (R5), R7
54c17f88|	LDAXPW (R10), (R20, R16)
3eaf7fc8|	LDAXP (R25), (R30, R11)
e2fd5f88|	LDAXRW (R15), R2
f5fd5fc8|	LDAXR (R15), R21
70fe5f08|	LDAXRB (R19), R16
a8fc5f48|	LDAXRH (R5), R8
e9c55ab8|	MOVWU.P -84(R15), R9
48255df8|	MOVD.P -46(R10), R8
480540f8|	MOVD.P (R10), R8
703c57b8|	MOVWU.W -141(R3), R16
1dac57f8|	MOVD.W -134(R0), R29
393c50b9|	MOVWU 4156(R1), R25
498d5cf9|	MOVD 14616(R10), R9
87d86cb8|	MOVWU (R4)(R12.SXTW<<2), R7
f9586bf8|	MOVD (R7)(R11.UXTW<<3), R25
447866f8|	MOVD (R2)(R6<<3), R4
727a72b8|	MOVWU (R19)(R18<<2), R18
4ca44238|	MOVBU.P 42(R2), R12
4e5c5e38|	MOVBU.W -27(R2), R14
03936d39|	MOVBU 2916(R24), R3
adb54678|	MOVHU.P 107(R13), R13
420c4c78|	MOVHU.W 192(R2), R2
92787579|	MOVHU 6844(R4), R18
fb478238|	MOVB.P 36(RSP), R27
18ee9438|	MOVB.W -178(R16), R24
37958f39|	MOVB 997(R9), R23
e5368b78|	MOVH.P 179(R23), R5
361f9c78|	MOVH.W -63(R25), R22
4d6c8079|	MOVH 54(R2), R13
02669cb8|	MOVW.P -58(R16), R2
488e92b8|	MOVW.W -216(R18), R8
ea9e92b9|	MOVW 4764(R23), R10
172f7f88|	LDXPW (R24), (R23, R11)
10347fc8|	LDXP (R0), (R16, R13)
fe7f5f88|	LDXRW (RSP), R30
6c7f5fc8|	LDXR (R27), R12
047c5f08|	LDXRB (R0), R4
9a7d5f48|	LDXRH (R12), R26
4f21cb1a|	LSLW R11, R10, R15
1523db9a|	LSL R27, R24, R21
f6681b53|	LSLW $5, R7, R22
221a47d3|	LSL $57, R17, R2
6c24c91a|	LSRW R9, R3, R12
a224ca9a|	LSR R10, R5, R2
707c0153|	LSRW $1, R3, R16
34fc4cd3|	LSR $12, R1, R20
6a5c0d1b|	MADDW R13, R23, R3, R10
445d059b|	MADD R5, R23, R10, R4
35fd001b|	MNEGW R0, R9, R21
77ff0e9b|	MNEG R14, R27, R23
e70302aa|	MOVD  R2, R7
fff29892|	MOVD $-51096, ZR
d4adb252|	MOVW $2507014144, R20
8747e2d2|	MOVD $1313925191285342208, R7
f5130d32|	ORRW $16252928, ZR, R21
eb6b16b2|	MOVD $-4260607558625, R11
e7031eaa|	MOVD R30, R7
35e88172|	MOVKW $3905, R21
35e8a172|	MOVKW $(3905<<16), R21
35e8c1f2|	MOVK $(3905<<32), R21
050080d2|	MOVD $0, R5
bf4100d5|	MSR $1, SPSel
df4903d5|	MSR $9, DAIFSet
ff4603d5|	MSR $6, DAIFClr
8585011b|	MSUBW R1, R1, R12, R5
42c3139b|	MSUB R19, R16, R26, R2
b67c1a1b|	MULW R26, R5, R22
607c049b|	MUL R4, R3, R0
e837e32a|	MVNW R3@>13, R8
e97f6daa|	MVN R13>>31, R9
fe07176b|	NEGSW R23<<1, R30
f68f54eb|	NEGS R20>>35, R22
e8030d5a|	NGCW R13, R8
e70302da|	NGC R2, R7
e5030a7a|	NGCSW R10, R5
f00318fa|	NGCS R24, R16
032ee42a|	ORNW R4@>11, R16, R3
634cf6aa|	ORN R22@>19, R3, R3
f8490d32|	ORRW $4294443071, R15, R24
96f542b2|	ORR $-3458764513820540929, R12, R22
1a110d2a|	ORRW R13<<4, R8, R26
a65803aa|	ORR R3<<22, R5, R6
190180f9|	PRFM (R8), $25
400080f9|	PRFM (R2), PLDL1KEEP
3601c05a|	RBITW R9, R22
6401c0da|	RBIT R11, R4
c0035fd6|	RET
0a09c05a|	REVW R8, R10
220cc0da|	REV R1, R2
b206c05a|	REV16W R21, R18
2407c0da|	REV16 R25, R4
750bc0da|	REV32 R27, R21
336f8413|	EXTRW $27, R4, R25, R19
af47ca93|	EXTR $17, R10, R29, R15
cf39ce93|	ROR $14, R14, R15
cf718e13|	RORW $28, R14, R15
832dc31a|	RORW R3, R12, R3
e22ec09a|	ROR R0, R23, R2
1801045a|	SBCW R4, R8, R24
5a0119da|	SBC R25, R10, R26
52021b7a|	SBCSW R27, R18, R18
250105fa|	SBCS R5, R9, R5
56451713|	SBFIZW $9, R10, $18, R22
74397a93|	SBFIZ $6, R11, $15, R20
f4450813|	SBFXW $8, R15, $10, R20
67df4293|	SBFX $2, R27, $54, R7
c90dd61a|	SDIVW R22, R14, R9
a90ecd9a|	SDIV R13, R21, R9
9f2003d5|	SEV
bf2003d5|	SEVL
691d239b|	SMADDL R3, R7, R11, R9
7dcd259b|	SMSUBL R5, R19, R11, R29
6ffc3a9b|	SMNEGL R26, R3, R15
b57e519b|	SMULH R17, R21, R21
a07c209b|	SMULL R0, R5, R0
d0fe9f88|	STLRW R16, (R22)
03ff9fc8|	STLR R3, (R24)
67ff08c8|	STLXR R7, (R27), R8
edfd0e88|	STLXRW R13, (R15), R14
f8fe0808|	STLXRB R24, (R23), R8
73ff0b48|	STLXRH R19, (R27), R11
468d22c8|	STLXP (R6, R3), (R10), R2
c6ae3588|	STLXPW (R6, R11), (R22), R21
7668e8a8|	LDP.P -384(R3), (R22, R26)
12add1a9|	LDP.W 280(R8), (R18, R11)
166c96a8|	STP.P (R22, R27), 352(R0)
112d86a9|	STP.W (R17, R11), 96(R8)
34441eb8|	MOVW.P R20, -28(R1)
11f60bf8|	MOVD.P R17, 191(R16)
c15d15b8|	MOVW.W R1, -171(R14)
ae4d12f8|	MOVD.W R14, -220(R13)
03ef39b9|	MOVW R3, 14828(R24)
208228f9|	MOVD R0, 20736(R17)
ffb41838|	MOVB.P ZR, -117(R7)
bb0d1a38|	MOVB.W R27, -96(R13)
b1612239|	MOVB R17, 2200(R13)
87841b78|	MOVH.P R7, -72(R4)
cc3d1878|	MOVH.W R12, -125(R14)
53cf1c79|	MOVH R19, 3686(R26)
152002b8|	MOVW R21, 34(R0)
397217f8|	MOVD R25, -137(R17)
eb021b78|	MOVH R11, -80(R23)
61082ac8|	STXP (R1, R2), (R3), R10
e10b2ac8|	STXP (R1, R2), (RSP), R10
61082a88|	STXPW (R1, R2), (R3), R10
e10b2a88|	STXPW (R1, R2), (RSP), R10
627e1288|	STXRW R2, (R19), R18
af7e0dc8|	STXR R15, (R21), R13
277d1808|	STXRB R7, (R9), R24
6c7c0848|	STXRH R12, (R3), R8
f24a344b|	SUBW R20.UXTW<<2, R23, R18
3ac825cb|	SUB R5.SXTW<<2, R1, R26
9b0c5ed1|	SUB $(1923<<12), R4, R27
9b0c5e51|	SUBW $(1923<<12), R4, R27
e8740c4b|	SUBW R12<<29, R7, R8
e8f40ccb|	SUB R12<<61, R7, R8
a6ad226b|	SUBSW R2.SXTH<<3, R13, R6
646b35eb|	SUBS R21.UXTX<<2, R27, R4
c9b04071|	SUBSW $(44<<12), R6, R9
a9315cf1|	SUBS $(1804<<12), R13, R9
c770966b|	SUBSW R22->28, R6, R7
c770566b|	SUBSW R22>>28, R6, R7
d03c1aeb|	SUBS R26<<15, R6, R16
010000d4|	SVC $0
a17f03d4|	SVC $7165
191d0013|	SXTBW R8, R25
a91d4093|	SXTB R13, R9
083d0013|	SXTHW R8, R8
393e4093|	SXTH R17, R25
1b7c4093|	SXTW R0, R27
0c5b2cd5|	SYSL $285440, R12
6e361d53|	UBFIZW $3, R19, $14, R14
c4367dd3|	UBFIZ $3, R22, $14, R4
ef580353|	UBFXW $3, R7, $20, R15
25e661d3|	UBFX $33, R17, $25, R5
af0ac81a|	UDIVW R8, R21, R15
550ac29a|	UDIV R2, R18, R21
3152a09b|	UMADDL R0, R20, R17, R17
6790b69b|	UMSUBL R22, R4, R3, R7
41fea39b|	UMNEGL R3, R18, R1
987ed89b|	UMULH R24, R20, R24
d37eb29b|	UMULL R18, R22, R19
461c0053|	UXTBW R2, R6
f43c0053|	UXTHW R7, R20
0058200e|	VCNT V0.B8, V0.B8
5f2003d5|	WFE
7f2003d5|	WFI
3f2003d5|	YIELD
5cc0201e|	FABSS F2, F28
0ec0601e|	FABSD F0, F14
4a282c1e|	FADDS F12, F2, F10
cc29781e|	FADDD F24, F14, F12
8ed5311e|	FCCMPS LE, F17, F12, $14
ef856b1e|	FCCMPD HI, F11, F15, $15
bd253c1e|	FCCMPES HS, F28, F13, $13
99b4741e|	FCCMPED LT, F20, F4, $9
2022231e|	FCMPS F3, F17
0821201e|	FCMPS $(0.0), F8
60236b1e|	FCMPD F11, F27
2823601e|	FCMPD $(0.0), F25
d023301e|	FCMPES F16, F30
b823201e|	FCMPES $(0.0), F29
50216d1e|	FCMPED F13, F10
3823601e|	FCMPED $(0.0), F25
590f3b1e|	FCSELS EQ, F26, F27, F25
075d761e|	FCSELD PL, F8, F22, F7
ef00381e|	FCVTZSSW F7, R15
1f02389e|	FCVTZSS F16, ZR
6302781e|	FCVTZSDW F19, R3
e700789e|	FCVTZSD F7, R7
4900391e|	FCVTZUSW F2, R9
9d01399e|	FCVTZUS F12, R29
7603791e|	FCVTZUDW F27, R22
3603799e|	FCVTZUD F25, R22
5419301e|	FDIVS F16, F10, F20
3e1b6b1e|	FDIVD F11, F25, F30
01090f1f|	FMADDS F15, F2, F8, F1
29574f1f|	FMADDD F15, F21, F25, F9
9b4b251e|	FMAXS F5, F28, F27
ff4b6c1e|	FMAXD F12, F31, F31
0c6b2b1e|	FMAXNMS F11, F24, F12
d068741e|	FMAXNMD F20, F6, F16
5e5a3a1e|	FMINS F26, F18, F30
95587d1e|	FMIND F29, F4, F21
817a371e|	FMINNMS F23, F20, F1
7878681e|	FMINNMD F8, F3, F24
8ece3d0e|	VFMLA V29.S2, V20.S2, V14.S2
71cfbd0e|	VFMLS V29.S2, V27.S2, V17.S2
4f00669e|	FMOVD F2, R15
6b00679e|	FMOVD R3, F11
9d02261e|	FMOVS F20, R29
0f01271e|	FMOVS R8, F15
4940601e|	FMOVD F2, F9
9b40201e|	FMOVS F4, F27
b3d50d1f|	FMSUBS F13, F21, F13, F19
ff9d4b1f|	FMSUBD F11, F7, F15, F31
d808201e|	FMULS F0, F6, F24
a90b651e|	FMULD F5, F29, F9
0542211e|	FNEGS F16, F5
ff43611e|	FNEGD F31, F31
d458311f|	FNMADDS F17, F22, F6, F20
54036f1f|	FNMADDD F15, F0, F26, F20
6ec32e1f|	FNMSUBS F14, F16, F27, F14
0ae57d1f|	FNMSUBD F29, F25, F8, F10
d28a381e|	FNMULS F24, F22, F18
c78b6e1e|	FNMULD F14, F30, F7
1540261e|	FRINTAS F0, F21
1641661e|	FRINTAD F8, F22
31c2271e|	FRINTIS F17, F17
2fc1671e|	FRINTID F9, F15
1043251e|	FRINTMS F24, F16
a240651e|	FRINTMD F5, F2
4e43241e|	FRINTNS F26, F14
8c43641e|	FRINTND F28, F12
64c3241e|	FRINTPS F27, F4
d6c0641e|	FRINTPD F6, F22
4a43271e|	FRINTXS F26, F10
0c42671e|	FRINTXD F16, F12
7cc0251e|	FRINTZS F3, F28
06c3651e|	FRINTZD F24, F6
09c0211e|	FSQRTS F0, F9
dbc1611e|	FSQRTD F14, F27
e03a391e|	FSUBS F25, F23, F0
b8396b1e|	FSUBD F11, F13, F24
7000221e|	SCVTFWS R3, F16
8402621e|	SCVTFWD R20, F4
0c02229e|	SCVTFS R16, F12
4e03629e|	SCVTFD R26, F14
c400231e|	UCVTFWS R6, F4
5701631e|	UCVTFWD R10, F23
1d03239e|	UCVTFS R24, F29
8b02639e|	UCVTFD R20, F11
6e86f05e|	VADD V16, V19, V14
4986654e|	VADD V5.H8, V18.H8, V9.H8
31bf674e|	VADDP V7.H8, V25.H8, V17.H8
60b8714e|	VADDV V3.H8, V0
d35a284e|	AESD V22.B16, V19.B16
fd4b284e|	AESE V31.B16, V29.B16
9b79284e|	AESIMC V12.B16, V27.B16
dc69284e|	AESMC V14.B16, V28.B16
891c244e|	VAND V4.B16, V4.B16, V9.B16
ac8db86e|	VCMEQ V24.S4, V13.S4, V12.S4
ab59200e|	VCNT V13.B8, V11.B8
f2071f5e|	VMOV V31.B[15], V18
f4071b4e|	VDUP V31.B[13], V20.B16
471e242e|	VEOR V4.B8, V18.B8, V7.B8
2320022e|	VEXT $4, V2.B8, V1.B8, V3.B8
2340026e|	VEXT $8, V2.B16, V1.B16, V3.B16
705d196e|	VMOV V11.B[11], V16.B[12]
951e054e|	VMOV R20, V21.B[2]
5570404c|	VLD1 (R2), [V21.B16]
126f400c|	VLD1 (R24), [V18.D1, V19.D1, V20.D1]
ae2f400c|	VLD1 (R29), [V14.D1, V15.D1, V16.D1, V17.D1]
e172df4c|	VLD1.P 16(R23), [V1.B16]
df7ccb0c|	VLD1.P (R6)(R11), [V31.D1]
ffacdf0c|	VLD1.P 16(R7), [V31.D1, V0.D1]
78a2c40c|	VLD1.P (R19)(R4), [V24.B8, V25.B8]
8766c84c|	VLD1.P (R20)(R8), [V7.H8, V8.H8, V9.H8]
c523df0c|	VLD1.P 32(R30), [V5.B8, V6.B8, V7.B8, V8.B8]
4e1e404d|	VLD1 (R18), V14.B[15]
a04b400d|	VLD1 (R29), V0.H[1]
6283400d|	VLD1 (R27), V2.S[0]
a586404d|	VLD1 (R21), V5.D[1]
4a1adf4d|	VLD1.P 1(R18), V10.B[14]
700cce4d|	VLD1.P (R3)(R14), V16.B[11]
3c50df0d|	VLD1.P 2(R1), V28.H[2]
a951d40d|	VLD1.P (R13)(R20), V9.H[2]
2192df4d|	VLD1.P 4(R17), V1.S[3]
d181c24d|	VLD1.P (R14)(R2), V17.S[2]
be84df4d|	VLD1.P 8(R5), V30.D[1]
7b87cd0d|	VLD1.P (R27)(R13), V27.D[0]
e8375ebc|	FMOVS.P -29(RSP), F8
bc7f44bc|	FMOVS.W 71(R29), F28
971058bd|	FMOVS 6160(R4), F23
5b06155e|	VMOV V18.B[10], V27
9c15196e|	VMOV V12.B[2], V28.B[12]
c41f1b4e|	VMOV R30, V4.B[13]
441ca24e|	VMOV V2.B16, V4.B16
b43d040e|	VMOV V13.S[0], R20
b43d084e|	VMOV V13.D[0], R20
56e6044f|	VMOVI $146, V22.B16
cf1eb94e|	VORR V25.B16, V22.B16, V15.B16
23e0e20e|	VPMULL V2.D1, V1.D1, V3.Q1
